File,,Mean_4,Mean_5,Mean_6,Mean_7,Mean_10,Mean_11,Mean_12,Mean_13,Mean_14,Mean_15,Mean_16,Mean_17,Mean_18,Mean_24,Mean_26,Mean_28,Mean_30,Mean_43,Mean_44,Mean_45,Mean_46,Mean_49,Mean_50,Mean_51,Mean_52,Mean_53,Mean_54,Mean_58,Mean_60,Mean_85,Mean_91,Mean_92,Mean_630,Mean_631,Mean_632,Mean_1002,Mean_1003,Mean_1005,Mean_1006,Mean_1007,Mean_1008,Mean_1009,Mean_1010,Mean_1011,Mean_1012,Mean_1013,Mean_1014,Mean_1015,Mean_1016,Mean_1017,Mean_1018,Mean_1019,Mean_1020,Mean_1021,Mean_1022,Mean_1023,Mean_1024,Mean_1025,Mean_1026,Mean_1027,Mean_1028,Mean_1029,Mean_1030,Mean_1031,Mean_1034,Mean_1035,Mean_2002,Mean_2003,Mean_2005,Mean_2006,Mean_2007,Mean_2008,Mean_2009,Mean_2010,Mean_2011,Mean_2012,Mean_2013,Mean_2014,Mean_2015,Mean_2016,Mean_2017,Mean_2018,Mean_2019,Mean_2020,Mean_2021,Mean_2022,Mean_2023,Mean_2024,Mean_2025,Mean_2026,Mean_2027,Mean_2028,Mean_2029,Mean_2030,Mean_2031,Mean_2034,Mean_2035
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051479_anat_thickness.nii.gz,Caltech_0051479,0.003637,0.779637,0.096964,0.000046,0.001575,0,0,0,0,0,0.000361,1.814965,3.961743,0,0,0.019471,0,0.00239,0.673097,0.089603,0.000002,0.001789,0,0,0,1.757329,3.969543,0.000357,0.017118,0,0.011712,0,0.000027,0,0,2.542903,1.72048,0.939423,2.722413,2.582131,2.011609,2.697378,2.201747,1.688702,2.182237,1.695705,2.39128,2.503837,1.602818,0.875394,1.836853,2.032722,1.847555,0.714883,0.902938,2.154851,1.219121,1.780746,4.029654,1.893857,1.869405,0.986101,1.859831,1.840432,1.954489,3.170514,2.36839,1.627932,1.089004,2.808618,2.70513,2.306482,2.569504,2.422681,1.733581,2.283106,1.870156,2.796312,2.578509,1.757946,0.809042,2.207424,2.141739,1.836696,1.41254,0.906299,2.3116,1.048471,1.904841,3.196719,2.157975,1.837907,0.871398,1.750008,1.77947,1.536102,3.107141
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051480_anat_thickness.nii.gz,Caltech_0051480,0.005718,1.041043,0.173217,0,0.002938,0,0,0,0,0,0.000015,2.41495,4.676648,0,0,0.024732,0,0.020587,0.354602,0.118781,0,0.002262,0,0,0,2.632684,4.322016,0.000084,0.013182,0,0.008205,0,0.014672,0.001984,0,3.681901,2.325762,1.422826,3.219676,3.350192,2.559466,2.999715,2.805804,2.32694,2.80525,2.149617,2.894088,3.544546,2.524524,1.546016,2.526597,2.98063,2.663324,1.196111,1.913724,2.721389,2.026499,2.515702,4.025851,3.265967,2.73944,1.840504,2.59298,2.602123,2.082487,3.607787,3.546575,2.315718,1.742891,2.950472,3.34022,2.938073,2.961937,3.005617,2.521469,2.737546,2.327313,3.202173,3.210638,2.551103,1.569651,2.304524,2.583286,2.472698,1.846706,1.926236,2.798025,2.123412,2.513015,4.127236,3.22716,2.780646,1.773956,2.404407,2.506805,1.842122,4.177689
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051481_anat_thickness.nii.gz,Caltech_0051481,0.009271,1.40322,0.122622,0.000023,0.001456,0,0,0,0,0,0.000486,2.285275,4.924045,0,0.000241,0.020715,0,0.004816,1.153226,0.0944,0.000003,0.001673,0,0,0,2.353627,4.921926,0,0.021104,0,0.004098,0.000433,0.000747,0.000229,0,2.564627,1.648657,1.074704,3.424393,3.036975,2.314108,3.117514,2.739172,2.137957,2.424219,1.648516,2.678307,3.229844,2.460247,1.02038,2.273204,2.337484,1.921696,1.047606,1.123629,2.372926,1.135638,1.964984,3.831792,2.23027,1.690371,1.357175,2.170106,2.171116,2.088933,3.383511,2.61963,1.641359,1.235239,3.103802,2.942116,2.517305,3.040084,2.528663,1.881498,2.700477,2.032324,2.882645,2.768258,2.318745,1.092349,2.20654,2.410962,2.129964,1.658374,1.110525,2.345279,1.163704,2.201723,3.219325,2.414605,1.66612,1.29811,2.043917,2.035253,1.986262,4.236378
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051482_anat_thickness.nii.gz,Caltech_0051482,0.019965,0.832425,0.140994,0.000061,0.003116,0,0,0,0,0,0.000216,2.365079,4.461264,0,0,0.017844,0,0.017449,0.409132,0.086439,0.000029,0.001973,0,0,0,2.368739,4.432476,0.000221,0.018068,0,0.003266,0.000106,0.015862,0.000014,0,2.973594,1.370937,1.801036,3.678963,3.467351,2.008976,3.323146,2.250305,2.029602,2.483016,2.521896,2.979379,2.806953,2.529248,1.247464,1.987682,1.504489,1.823754,1.901066,0.972655,2.656918,1.082677,2.118915,4.486679,1.898494,1.685765,1.032848,1.850725,2.050939,1.852606,3.692386,3.192221,1.259313,1.691312,3.55544,3.723009,2.216442,3.278336,2.840525,1.9933,2.656747,2.725943,3.35861,2.75801,2.65957,1.197857,1.696364,2.328602,1.783874,2.091713,1.071798,2.86592,0.959386,2.377316,4.284939,2.096881,1.630245,0.951029,1.799715,1.939999,2.40151,4.033344
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051483_anat_thickness.nii.gz,Caltech_0051483,0.029717,1.824975,0.114994,0,0.002636,0,0,0,0,0,0.000012,2.408505,3.822544,0,0,0.022097,0,0.056577,1.434638,0.075578,0,0.002352,0,0,0,2.442222,4.599294,0.000229,0.016096,0,0.005853,0.001877,0.001138,0.000184,0,3.019414,2.173698,1.212978,3.123899,3.135021,2.23391,2.934317,2.913253,2.230342,2.774431,1.875752,3.008307,3.46357,2.770134,1.187972,2.430045,2.178387,2.223342,1.013971,1.570345,2.827198,1.702833,1.991572,4.385221,2.537191,2.346225,1.305086,2.38105,2.385605,2.231173,3.37547,2.709968,2.217988,1.253484,3.173305,3.270604,2.227153,3.014137,2.850574,2.19406,2.516529,1.818328,2.854498,3.151702,2.861198,1.280599,2.504087,2.089707,2.151181,1.132203,1.620725,2.969694,1.689809,2.051441,4.116609,2.769546,2.365898,1.191255,2.015448,2.470748,1.816977,3.540171
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051484_anat_thickness.nii.gz,Caltech_0051484,0.019207,1.089848,0.106702,0,0.002496,0,0,0,0,0,0.000028,2.336046,4.531779,0,0,0.018281,0,0.015541,0.595036,0.089059,0,0.002738,0,0,0,2.638962,4.395503,0,0.022329,0,0.020186,0,0.003991,0.000159,0,3.55374,1.760709,1.283909,3.599668,3.002824,1.926684,3.128067,2.841968,1.926665,2.909977,1.957141,3.163656,2.816845,2.046363,1.389661,1.919042,1.572473,1.67546,1.251089,0.877886,2.983114,1.218052,2.140479,4.67919,2.097599,2.001033,1.036625,2.095126,1.550774,2.253603,3.992973,3.14158,1.594636,1.643487,3.190547,3.676636,2.133215,3.165059,2.8868,1.696581,2.849878,2.51478,3.71955,2.988981,2.348745,1.240205,1.817996,2.049882,1.898033,1.672195,0.752213,3.013294,1.098265,2.489656,3.79649,2.429485,1.996752,0.868176,1.875351,1.770742,1.569764,4.449796
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051485_anat_thickness.nii.gz,Caltech_0051485,0.002216,0.480538,0.13042,0.000003,0.002952,0,0,0,0,0,0.000016,2.231491,4.743129,0,0,0.020239,0,0.00129,0.619368,0.094592,0,0.00155,0,0,0,2.209369,4.607077,0,0.017353,0,0.009453,0,0.005086,0.000555,0,2.99491,1.218053,1.397267,3.955344,3.150788,1.691569,3.346201,2.479415,1.717313,2.285942,2.046021,2.919195,3.160516,2.45029,1.334757,1.807866,1.531783,1.32533,1.19727,0.75432,3.06911,1.007223,1.8246,3.884954,1.399572,1.447807,0.795959,1.812613,1.564318,1.66879,2.825527,3.155295,1.119665,1.100339,3.539995,3.065839,1.87002,2.973643,2.476609,1.617477,2.552896,1.936083,3.010743,2.525311,2.023028,1.040871,1.622399,2.092405,1.577409,1.273635,0.748033,2.664819,1.064246,1.954419,3.71382,1.644665,1.613627,0.844523,1.672807,1.354808,1.195047,2.929405
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051486_anat_thickness.nii.gz,Caltech_0051486,0.004147,0.73131,0.092532,0.000067,0.002829,0,0,0,0,0,0.000129,2.50832,5.429273,0,0,0.017547,0,0.007832,0.837708,0.064036,0.000005,0.002266,0,0.000015,0,2.534361,4.796766,0,0.033426,0,0.018072,0,0.001491,0.000019,0,3.107587,2.341743,1.492838,3.786045,3.285673,2.153707,3.272636,2.648269,2.019616,2.790296,2.142105,3.044198,3.355421,2.241032,1.219985,2.462287,2.202255,2.343837,1.086301,1.309673,2.656661,1.528091,1.994496,4.435533,2.659757,2.401871,1.241055,2.366293,2.415275,2.142628,3.634971,2.917822,2.377365,2.036135,3.500242,3.324964,2.415837,3.275415,2.886014,2.187719,2.763203,2.708794,2.985598,3.241844,2.479157,1.073705,2.308692,2.518038,2.23265,1.824056,1.351501,3.231553,1.509089,2.21562,3.312509,2.842171,2.407664,1.17039,2.508586,2.253921,2.224878,4.14918
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051487_anat_thickness.nii.gz,Caltech_0051487,0.006783,0.990624,0.10573,0,0.003786,0,0,0,0,0,0.00001,2.466644,4.761944,0,0.000144,0.033112,0,0.005206,1.03229,0.058014,0,0.004718,0.000009,0,0,2.482565,4.535088,0.000617,0.017909,0,0.011206,0,0.000023,0,0,3.814248,1.536215,1.461657,3.959605,3.389513,2.180353,3.695184,2.822002,1.946651,3.112249,2.689613,3.391943,2.930686,2.845656,1.564043,2.489609,1.937342,1.833616,1.91851,1.209036,3.231136,1.38851,2.201455,5.711467,2.219204,2.126322,1.259521,2.199136,2.026405,2.358552,3.939075,3.77239,1.726625,1.98416,3.570384,3.762421,2.412911,3.453464,3.081228,1.977566,2.998607,2.734576,3.337226,3.042032,3.002365,1.496179,2.50385,2.267384,1.866328,1.845559,1.125183,3.194747,1.227954,2.551851,4.747438,2.789087,2.217742,1.011111,2.310578,1.964877,2.219663,3.958985
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051488_anat_thickness.nii.gz,Caltech_0051488,0.002009,0.918561,0.144609,0.000025,0.003235,0,0,0,0,0,0.000456,2.302849,4.345042,0,0,0.026794,0,0.007147,1.685522,0.118215,0.000031,0.002237,0,0,0,2.58289,4.721682,0.00006,0.024951,0,0.017542,0,0.011606,0.001268,0,2.576111,2.04495,0.855238,3.384058,3.336923,2.274195,3.210087,2.659029,2.186061,2.453713,2.0203,2.742526,3.395415,1.976642,1.170299,2.412153,2.686111,2.70882,0.628171,1.247934,2.313632,1.655923,1.795068,3.82191,2.61749,1.945186,1.031271,2.542175,2.226094,2.031766,3.350912,2.616494,1.679208,1.334566,3.641798,3.246909,2.484029,2.912782,2.714645,1.971245,2.706099,2.449616,3.322393,3.245822,2.311582,1.404096,2.204739,2.766371,2.590015,1.038669,1.398867,2.772465,1.697561,2.207858,3.710406,2.754023,2.290632,1.280309,2.455975,2.244806,1.723992,3.63354
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051489_anat_thickness.nii.gz,Caltech_0051489,0.008228,0.542191,0.066658,0,0.00222,0,0,0,0,0,0.000012,2.247756,4.69449,0,0,0.01954,0,0.005199,1.220168,0.061137,0,0.001929,0,0,0,2.142106,4.576591,0,0.012641,0,0.008125,0,0.000002,0,0,2.595387,1.598934,0.929326,3.496568,2.698109,2.04133,2.74971,2.361697,1.791736,1.924691,1.553783,2.698316,3.128559,1.774742,0.864338,1.743509,1.834914,1.733483,0.963904,1.040911,2.357264,1.320952,1.88626,3.671728,1.929192,1.872047,1.119315,1.969299,1.820073,1.621674,3.212358,2.656691,1.772265,1.213013,3.181828,2.576082,2.296215,3.092724,2.48444,1.855912,2.459168,1.91512,2.73951,2.952786,1.880507,1.00218,2.107766,2.140517,2.064364,1.578126,1.087578,2.366541,1.2011,1.991292,3.603645,2.22528,1.729471,0.929814,1.82102,1.96419,1.493913,3.375014
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051490_anat_thickness.nii.gz,Caltech_0051490,0.006198,0.434923,0.139573,0.000006,0.003105,0,0,0,0,0,0.000253,2.51526,4.237205,0,0.000139,0.032138,0,0.003982,0.856376,0.143722,0.000005,0.003127,0,0,0,2.698438,4.737682,0,0.031291,0,0.010372,0,0.002898,0.00003,0,3.013812,1.624217,0.931953,2.99895,2.795699,2.337619,2.87856,2.285643,2.027162,2.280954,1.806844,2.237614,3.119875,2.224111,1.086708,1.901083,2.123038,1.717707,1.139194,1.077173,2.250267,1.245984,1.666129,3.734216,2.176698,1.634189,1.28042,2.18274,2.047128,2.11093,3.513035,2.541885,1.478702,1.417932,3.436814,3.236624,2.546447,2.864896,2.583863,2.074541,2.417723,1.917555,2.466995,3.023301,2.547351,1.11831,2.360816,2.263201,1.961719,1.378528,1.071861,2.861029,1.246743,1.812505,3.270594,2.07607,1.717735,1.201191,2.262473,2.084045,2.019597,4.049229
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051491_anat_thickness.nii.gz,Caltech_0051491,0.011036,0.515108,0.09284,0.00005,0.001704,0,0,0,0,0,0.000101,2.216635,4.855199,0,0,0.015241,0,0.005619,1.098773,0.077913,0.000059,0.003332,0,0.000058,0,2.202699,4.806343,0,0.016432,0,0.012099,0,0.001871,0.000016,0,2.591948,1.330469,0.863078,3.382093,2.444108,1.906911,2.597815,2.161554,1.722245,2.024999,1.38805,2.220655,2.730589,2.277077,0.898426,1.506302,1.739949,1.666668,0.570605,0.9205,2.272873,1.020179,1.683816,3.411043,1.909483,1.567597,0.838021,2.006606,1.893027,1.523959,3.162096,2.303859,1.17398,1.353621,3.400312,2.847435,2.296277,2.853491,2.391627,1.852843,2.005994,1.950969,2.261002,2.578359,1.89512,1.140002,1.630487,2.086057,1.394003,1.339889,1.022869,2.219106,0.863694,1.97217,3.391905,1.723569,1.598079,0.774122,1.810868,1.839738,1.333609,3.692195
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051492_anat_thickness.nii.gz,Caltech_0051492,0.016679,1.795805,0.102822,0.000032,0.004333,0,0,0,0,0,0.000129,2.51719,5.831819,0,0,0.018076,0,0.008636,1.054473,0.06316,0.000016,0.002631,0,0,0,2.613498,5.381435,0.000479,0.014786,0,0.007763,0,0.000164,0,0,3.674559,2.123543,1.557784,3.71692,3.145834,2.580201,2.970998,2.725837,2.214539,2.555085,2.44303,2.78366,3.152983,2.804677,1.251788,2.073829,2.322555,2.053775,1.232016,1.480577,2.946881,1.499477,1.995453,3.796857,2.48432,2.298531,1.504057,2.302517,2.319702,2.212059,3.697293,3.030696,2.063519,1.585275,3.571152,3.060279,2.546715,2.982711,2.612442,2.25478,2.713496,2.290043,2.816459,2.973366,2.263578,1.381321,2.132221,2.507657,2.199591,1.515051,1.459781,3.058186,1.396102,2.379167,3.598578,2.428787,2.173916,1.368629,2.179123,2.322381,1.934084,4.118578
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/Caltech_0051493_anat_thickness.nii.gz,Caltech_0051493,0.024237,1.512126,0.150967,0,0.003525,0,0,0,0,0,0.000093,2.397432,4.64466,0,0,0.024049,0,0.020838,0.348933,0.107292,0.000015,0.00222,0,0,0,2.55756,4.026222,0.000023,0.018904,0,0.014573,0,0.000409,0,0,3.859204,1.123819,1.598339,3.621521,3.177898,1.792022,3.041609,2.982237,1.904387,2.57687,2.367008,3.052285,3.267553,2.729188,1.182009,2.067959,1.790085,1.796224,1.947115,0.909331,2.969936,0.966863,2.295606,4.739895,1.695615,1.667501,0.812963,1.864146,1.867435,2.305968,3.433302,3.394541,1.392894,2.021323,3.136854,3.304112,2.462363,3.024891,3.045787,2.027013,2.730438,2.493147,2.875724,2.932337,2.806944,1.167313,2.234081,2.137712,2.00827,2.7979,1.021785,2.725292,1.049177,2.405416,3.768906,2.01726,1.677058,0.723927,1.846295,1.756432,2.509754,4.118567
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050642_anat_thickness.nii.gz,CMU_a_0050642,0.007901,1.244957,0.094116,0.00012,0.002748,0,0,0,0,0,0.000123,2.361888,4.758853,0,0.000196,0.018514,0,0.008764,0.329264,0.07214,0,0.00191,0,0,0,2.443806,4.890997,0.004407,0.020462,0,0.006286,0.000064,0.006153,0.000107,0,2.202139,1.632355,1.028531,4.214027,2.777388,1.647714,2.895179,2.408702,1.636775,2.192299,1.36825,2.522435,2.794563,1.959496,0.804646,1.807903,1.889012,1.807251,0.81493,1.04674,2.439075,1.387369,1.889129,3.899208,2.24724,1.974756,1.077269,2.19967,1.919491,1.339619,3.295005,2.465656,1.555397,1.352545,3.698473,2.845237,1.929824,3.231971,2.490495,1.672738,2.566934,1.506715,2.928407,2.953689,1.773572,1.099517,1.914652,2.21695,1.865884,1.078684,1.091545,2.593962,1.130992,2.138187,3.461428,2.39277,2.077336,0.963561,2.284283,1.774546,1.77981,3.380389
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050646_anat_thickness.nii.gz,CMU_a_0050646,0.011071,0.808962,0.101858,0,0.001862,0,0,0,0,0,0.000001,2.451786,5.176679,0,0,0.011109,0,0.016792,0.638002,0.085868,0,0.001352,0,0,0,2.550259,5.187679,0.000023,0.009453,0,0.011061,0,0.001812,0,0,2.686632,1.621133,1.814629,4.181096,3.060078,1.965283,2.941013,2.579902,2.062645,2.450623,2.034499,2.480884,2.846229,2.102668,1.766239,1.679536,2.060738,1.803228,1.296276,1.162223,2.349881,1.526476,2.173447,3.50566,2.151546,1.887704,1.18108,2.386627,1.850051,1.690399,3.810514,2.449902,1.601335,1.378562,4.279812,2.950692,2.301697,3.097827,2.578106,1.996134,2.57411,1.691141,2.678172,2.998414,1.851998,1.134504,1.894264,2.066497,1.967327,1.209454,1.301925,2.101099,1.427874,1.949171,3.509271,2.150892,1.841163,1.293116,2.442115,1.884364,1.812147,3.943545
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050647_anat_thickness.nii.gz,CMU_a_0050647,0.001464,0.238291,0.110422,0.000003,0.002404,0,0.000013,0,0,0,0.000023,1.921396,3.957618,0,0,0.006483,0,0.003645,0.898533,0.077581,0.00001,0.002262,0,0,0,2.135397,4.686789,0,0.014195,0,0.013541,0,0.003273,0.006465,0,2.421611,1.400878,1.141818,3.364626,2.584979,1.674315,2.706963,2.370185,1.697184,1.911704,1.32826,2.012154,2.316591,2.038618,1.37665,1.482696,1.333187,1.408182,0.535244,1.080508,2.197245,1.410568,1.731692,3.302549,1.512533,1.712078,1.037523,1.695639,1.716537,1.112106,2.49718,2.351288,1.513276,1.556747,4.131003,2.654805,1.893157,2.856613,2.450826,1.726939,1.971842,1.598991,2.37321,2.482425,2.081554,1.331888,1.461587,1.867208,1.534691,0.79133,1.071076,2.36164,1.352478,1.812088,3.332149,1.782523,1.792552,1.13327,1.981148,1.679933,1.286311,2.709715
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050649_anat_thickness.nii.gz,CMU_a_0050649,0.002802,1.231218,0.098667,0.000005,0.002317,0,0,0,0,0,0.000399,2.495837,5.255002,0,0,0.029205,0,0.003789,1.674085,0.088098,0.000009,0.002658,0,0,0,2.644534,5.425907,0.000635,0.024091,0,0.023536,0.001057,0.001624,0.000034,0,2.920014,1.632088,1.390217,3.768036,2.732675,2.064341,2.827118,2.174885,1.917664,2.640648,1.66041,2.758661,2.810452,1.819043,1.390758,1.953834,2.034558,1.735873,0.845896,1.318708,2.535859,1.654475,1.825654,3.80569,1.929503,1.925281,1.395169,2.157634,2.030308,2.004696,3.585599,2.730402,1.618824,1.607931,4.173043,3.099969,2.374682,3.208998,2.362099,2.031163,2.667073,2.10668,2.929207,3.167401,2.567248,1.46634,1.77525,2.302405,1.967237,1.450781,1.487815,2.681374,1.654497,2.100687,3.317164,2.063486,1.848381,1.480372,2.382446,2.075329,1.652576,3.708556
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050653_anat_thickness.nii.gz,CMU_a_0050653,0.004587,1.093298,0.122903,0.00005,0.00223,0,0,0,0,0,0.000108,2.317335,5.025296,0,0.000164,0.011874,0,0.002177,1.528126,0.111713,0,0.002461,0,0.000004,0,2.600246,5.531718,0.001717,0.014379,0,0.008584,0.000357,0.001018,0,0,2.364034,1.756765,1.207013,3.941452,3.095891,1.883393,3.112699,2.667536,1.921683,2.452222,2.1022,2.241263,3.045126,1.846731,1.304244,1.877631,2.060233,1.761312,0.875189,1.282697,2.240666,1.56066,1.799322,3.049146,1.948472,1.758693,1.079491,2.4138,1.790328,1.867326,3.527678,2.285252,1.639807,1.66795,4.226092,3.223062,2.07519,3.192556,2.673169,2.110601,2.247257,2.589468,2.352795,2.772925,1.787657,1.28809,2.059228,2.181097,1.865011,1.151258,1.31094,2.685222,1.481181,2.072407,2.866222,1.747468,1.77853,1.120057,2.485028,1.786544,2.200465,3.801316
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050654_anat_thickness.nii.gz,CMU_a_0050654,0.017432,1.156531,0.149903,0.000025,0.001372,0,0,0,0,0,0.00085,2.820324,4.518528,0,0.000469,0.01807,0,0.015778,0.637619,0.131533,0.000004,0.00185,0.000003,0.000012,0,2.698658,4.670272,0.003987,0.013479,0,0.008804,0,0.007916,0.002005,0,2.758837,1.887741,1.487021,4.577541,3.470378,2.34593,3.651128,2.866638,2.154911,2.763829,2.330933,2.79507,3.522785,2.805848,1.369591,2.125038,2.052584,2.184344,1.34212,1.485058,2.469058,1.741324,2.198293,3.507032,2.427485,2.019601,1.332865,2.645055,2.074383,2.150107,3.358804,2.656823,1.896969,1.662394,4.204416,3.659943,2.786196,3.568264,2.981336,2.274336,3.090015,2.570715,2.829014,3.567237,2.444876,1.410986,2.063653,2.714383,2.301313,2.091811,1.48436,3.084565,1.661736,2.446327,3.64129,2.362364,2.187058,1.426722,2.829547,2.10522,2.123902,3.655747
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050656_anat_thickness.nii.gz,CMU_a_0050656,0.023504,1.640921,0.109191,0.000288,0.002443,0.000019,0,0,0,0,0.000689,2.140322,4.476825,0,0.004622,0.015987,0,0.028058,0.627435,0.100315,0.000089,0.00279,0,0.000014,0,2.270633,4.67284,0.030481,0.025641,0,0.010659,0,0.002705,0.00033,0,3.343982,1.695446,1.290018,3.700611,2.773024,2.187817,3.093512,2.528795,1.991023,2.288762,1.350268,2.511127,3.233991,2.307918,1.490281,2.323203,1.872171,1.971674,0.705749,1.501544,2.548004,1.835379,1.754562,3.675725,2.303034,2.086991,1.402397,2.301554,1.925917,1.59271,3.227891,2.717114,1.620242,1.432908,3.825628,3.024243,2.394251,3.089684,2.625944,1.816942,2.334326,1.598601,2.523289,3.165697,2.35019,1.477855,1.94617,2.246131,2.120442,0.925654,1.371023,2.621129,1.555188,1.885211,2.967993,2.277291,2.030436,1.393035,2.437267,2.110428,1.493104,3.199311
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050659_anat_thickness.nii.gz,CMU_a_0050659,0.004155,0.968199,0.088752,0,0.001287,0,0,0,0,0,0.000015,2.338749,5.111319,0,0.000956,0.010155,0,0.012966,0.882471,0.085,0,0.001192,0,0.000005,0,2.524113,4.95821,0.000323,0.02526,0,0.021481,0,0.001437,0,0,2.097783,1.697852,0.962505,3.530251,2.637993,2.221635,3.068745,2.596312,1.877476,2.588777,1.57787,2.898191,3.280145,2.209112,0.985413,2.098975,2.120065,1.897019,0.84466,1.136311,2.308684,1.187987,1.934575,3.362991,2.235184,1.994439,1.25575,2.089102,1.976792,1.455915,3.008618,1.751728,1.802264,1.364742,3.396283,2.997699,2.578996,3.001675,2.477258,1.78442,2.692139,1.721836,3.262081,2.868562,2.164157,1.149745,2.009515,2.312676,2.000876,0.98443,1.10454,2.67868,1.20665,2.00035,2.626595,2.409888,2.096423,1.38271,2.323054,2.083745,1.623061,3.59007
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050660_anat_thickness.nii.gz,CMU_a_0050660,0.003295,0.633769,0.005601,0,0.001958,0,0.00002,0,0,0,0.000105,1.966418,5.152884,0,0.003194,0.006023,0,0.001201,0.838307,0.000565,0,0.003686,0,0,0,2.023091,4.144531,0.002765,0.015146,0.006214,0.082413,0.0115,0,0,0,2.662327,1.676781,1.938054,3.694326,1.431893,2.365469,2.667804,2.750418,1.284144,2.643207,0.149535,3.091822,3.185441,1.735867,1.615022,2.27031,2.242472,1.870055,0.926944,1.41145,2.392282,1.781327,2.321632,3.560085,2.142837,2.164558,1.463211,2.517501,1.91421,2.083987,3.659757,2.674289,1.671217,1.947561,3.218166,1.084942,2.843233,2.64085,2.665972,1.430638,2.835151,0.147831,3.299834,2.964985,1.651431,1.677515,2.156535,2.432398,2.264754,0.896136,1.562621,2.658234,1.77516,2.273962,3.294247,2.425208,2.286178,1.565194,2.2816,2.250233,1.791295,3.61131
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/CMU_a_0050663_anat_thickness.nii.gz,CMU_a_0050663,0.009883,1.062697,0.150185,0.000011,0.002956,0,0,0,0,0,0.000081,2.363182,4.811219,0,0.000616,0.008959,0,0.00309,0.672594,0.11305,0,0.003421,0,0,0,2.194632,4.803261,0.001197,0.011834,0,0.014344,0,0.007464,0.000358,0,2.878336,1.648262,1.174133,3.76433,3.028657,2.371091,2.864325,2.315577,2.055409,2.329882,1.803966,2.538821,3.279293,2.194559,1.414491,2.426411,1.893274,1.800437,1.073511,1.297824,2.498045,1.651218,1.89274,3.66051,2.026434,1.945705,1.273374,2.178935,1.932404,1.648533,3.496696,3.091327,1.63249,1.371056,3.997514,3.02591,2.151367,3.091102,2.492292,2.153129,2.455984,2.132264,2.735986,2.764061,1.872408,1.182847,2.144648,2.364753,2.039658,1.170019,1.17587,2.632394,1.520043,2.038962,3.493621,2.079303,1.96534,1.213392,2.078361,2.021904,1.555582,3.73514
